Team,Player,Position,On_start,Points_Average,Last_5_games_points,J_4,J_3,J_2,J_1,J_Actual,Avg_last_5_games,Value,Squad_Average_Points,J_4_Squad_Points,J_3_Squad_Points,J_2_Squad_Points,J_1_Squad_Points,J_Actual_Squad_Points,Squad_Avg_last_5_Games,Value_Squad,vs,Vs_Team,Vs_Squad_Average_Points,J_4_Vs_Squad_Points,J_3_Vs_Squad_Points,J_2_Vs_Squad_Points,J_1_Vs_Squad_Points,J_Actual_Vs_Squad_Points,Vs_Squad_Avg_last_5_Games,Vs_Value_Squad,Team_clas,Vs_Team_clas,Jugador,Target
Barcelona,Ferrán Jutglà,DL,16,4.2,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,2190000,142.8,56,67,63,70,102,71.6,163640000,Elche,Elche,83.5,59,71,35,61,24,50.0,45210000,4,13,Ferrán Jutglà,0.0
Barcelona,Ferrán Torres,DL,20,3.6,"['7', '7', '2', '0', '2']",7,7,2,0,2,3.6,20390000,142.8,56,67,63,70,102,71.6,163640000,Elche,Elche,83.5,59,71,35,61,24,50.0,45210000,4,13,Ferrán Torres,6.0
Barcelona,Ilias Akhomach,DL,8,6.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,890000,142.8,56,67,63,70,102,71.6,163640000,Elche,Elche,83.5,59,71,35,61,24,50.0,45210000,4,13,Ilias Akhomach,0.0
Barcelona,Estanis,DL,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000,142.8,56,67,63,70,102,71.6,163640000,Elche,Elche,83.5,59,71,35,61,24,50.0,45210000,4,13,Estanis,0.0
Getafe,David Soria,PT,100,4.0,"['9', '5', '4', '3', '1']",9,5,4,3,1,4.4,3490000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,David Soria,0.0
Getafe,Diego Conde,PT,0,2.0,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,190000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Diego Conde,0.0
Getafe,Rubén Yáñez,PT,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,230000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Rubén Yáñez,0.0
Getafe,Damián Suárez,DF,85,4.5,"['6', '3', '2', '1', '2']",6,3,2,1,2,2.8,4920000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Damián Suárez,0.0
Getafe,Mathías Olivera,DF,81,5.0,"['10', '8', '-', '-', '5']",10,8,0,0,5,4.6,4140000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Mathías Olivera,1.0
Getafe,Jorge Cuenca,DF,85,3.7,"['4', '6', '-1', '2', '-7']",4,6,-1,2,-7,0.8,3080000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Jorge Cuenca,0.0
Getafe,Mitrovic,DF,81,3.5,"['4', '4', '2', '4', '1']",4,4,2,4,1,3.0,1880000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Mitrovic,1.0
Getafe,Djené,DF,92,3.0,"['6', '7', '0', '6', '1']",6,7,0,6,1,4.0,2000000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Djené,3.0
Getafe,Juan Iglesias,DF,15,2.8,"['-', '2', '-', '-', '6']",0,2,0,0,6,1.6,510000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Juan Iglesias,1.0
Getafe,Cabaco,DF,12,2.3,"['-', '-', '1', '-', '-']",0,0,1,0,0,0.2,300000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Cabaco,0.0
Getafe,Jonathan Silva,DF,4,1.4,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,560000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Jonathan Silva,-1.0
Getafe,Gastón Álvarez,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,360000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Gastón Álvarez,0.0
Getafe,Mauro Arambarri,MD,85,5.3,"['4', '10', '4', '7', '6']",4,10,4,7,6,6.2,5880000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Mauro Arambarri,0.0
Getafe,Maksimovic,MD,96,4.5,"['2', '6', '3', '-', '2']",2,6,3,0,2,2.6,4130000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Maksimovic,2.0
Getafe,Aleñá,MD,88,3.0,"['2', '11', '-', '-', '2']",2,11,0,0,2,3.0,2070000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Aleñá,0.0
Getafe,Óscar Rodríguez,MD,27,2.9,"['6', '4', '2', '4', '0']",6,4,2,4,0,3.2,3730000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Óscar Rodríguez,2.0
Getafe,Florentino Luís,MD,23,3.1,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,1010000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Florentino Luís,2.0
Getafe,Okay Yokuslu,MD,8,3.0,"['-', '-', '3', '2', '-']",0,0,3,2,0,1.0,850000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Okay Yokuslu,0.0
Getafe,Jankto,MD,19,2.3,"['-', '4', '3', '1', '-']",0,4,3,1,0,1.6,660000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Jankto,3.0
Getafe,Vitolo,MD,4,2.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,860000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Vitolo,0.0
Getafe,Gonzalo Villar,MD,0,1.0,"['-', '-', '1', '-', '-']",0,0,1,0,0,0.2,1310000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Gonzalo Villar,5.0
Getafe,Enes Ünal,DL,81,6.3,"['-', '16', '15', '3', '16']",0,16,15,3,16,10.0,7830000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Enes Ünal,2.0
Getafe,Sandro Ramírez,DL,58,3.6,"['-', '2', '-', '2', '4']",0,2,0,2,4,1.6,2600000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Sandro Ramírez,4.0
Getafe,Jaime Mata,DL,15,2.5,"['3', '-', '2', '-', '-']",3,0,2,0,0,1.0,1150000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Jaime Mata,0.0
Getafe,Borja Mayoral,DL,12,6.2,"['3', '5', '9', '8', '2']",3,5,9,8,2,5.4,6690000,78.2,59,95,50,47,41,58.4,60430000,Espanyol,Espanyol,73.4,26,57,32,46,21,36.4,43140000,15,14,Borja Mayoral,4.0
Granada,Luís Maximiano,PT,88,5.0,"['4', '12', '5', '-1', '9']",4,12,5,-1,9,5.8,3890000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Luís Maximiano,-1.0
Granada,Aarón Escandell,PT,12,3.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,580000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Aarón Escandell,0.0
Granada,Antonio Puertas,MD,62,3.6,"['-1', '2', '2', '5', '5']",-1,2,2,5,5,2.6,2320000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Antonio Puertas,2.0
Granada,Ángel Jiménez,PT,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,270000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Ángel Jiménez,0.0
Granada,Carlos Neva,DF,81,3.6,"['-', '6', '-', '2', '2']",0,6,0,2,2,2.0,1990000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Carlos Neva,0.0
Granada,Germán Sánchez,DF,73,3.5,"['2', '6', '-', '-1', '2']",2,6,0,-1,2,1.8,1920000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Germán Sánchez,2.0
Granada,Raúl Torrente,DF,46,3.4,"['1', '5', '4', '3', '6']",1,5,4,3,6,3.8,1030000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Raúl Torrente,-1.0
Granada,Sergio Escudero,DF,23,2.5,"['4', '-', '2', '-', '-']",4,0,2,0,0,1.2,710000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Sergio Escudero,0.0
Granada,Quini,DF,69,2.0,"['2', '2', '2', '1', '3']",2,2,2,1,3,2.0,750000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Quini,4.0
Granada,Víctor Díaz,DF,38,2.9,"['1', '-', '-', '-2', '-']",1,0,0,-2,0,-0.2,720000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Víctor Díaz,-1.0
Granada,Arias,DF,12,3.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,840000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Arias,0.0
Granada,Domingos Duarte,DF,35,2.3,"['-', '-', '1', '-', '-7']",0,0,1,0,-7,-1.2,1130000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Domingos Duarte,0.0
Granada,Pepe Sánchez,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Pepe Sánchez,0.0
Granada,Sergio Barcia,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Sergio Barcia,0.0
Granada,Luis Milla,MD,81,5.1,"['2', '1', '4', '12', '4']",2,1,4,12,4,4.6,6840000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Luis Milla,4.0
Granada,Montoro,MD,42,3.7,"['2', '-', '1', '4', '-']",2,0,1,4,0,1.4,1440000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Montoro,2.0
Granada,Gonalons,MD,69,3.6,"['4', '5', '4', '2', '-']",4,5,4,2,0,3.0,1700000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Gonalons,0.0
Granada,Darwin Machís,MD,46,3.9,"['4', '-', '-', '-', '4']",4,0,0,0,4,1.6,2960000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Darwin Machís,4.0
Granada,Rochina,MD,31,4.3,"['-', '2', '2', '-', '-']",0,2,2,0,0,0.8,1850000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Rochina,1.0
Granada,Alberto Soro,MD,27,3.1,"['-', '-', '-', '1', '-']",0,0,0,1,0,0.2,710000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Alberto Soro,0.0
Granada,Raba,MD,0,2.6,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,570000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Raba,0.0
Granada,Álex Collado,MD,15,2.6,"['2', '3', '4', '1', '2']",2,3,4,1,2,2.4,1330000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Álex Collado,0.0
Granada,Isma Ruiz,MD,12,2.7,"['-', '-', '-', '-', '4']",0,0,0,0,4,0.8,340000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Isma Ruiz,0.0
Granada,Petrovic,MD,0,2.0,"['-', '2', '2', '2', '2']",0,2,2,2,2,1.6,1230000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Petrovic,4.0
Granada,Luis Javier Suárez,DL,96,4.7,"['2', '2', '2', '3', '2']",2,2,2,3,2,2.2,5900000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Luis Javier Suárez,3.0
Granada,Jorge Molina,DL,50,5.0,"['4', '2', '3', '3', '2']",4,2,3,3,2,2.8,4660000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Jorge Molina,2.0
Granada,Bacca,DL,15,2.9,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,1440000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Bacca,0.0
Granada,Myrto Uzuni,DL,12,1.5,"['-', '4', '2', '-1', '1']",0,4,2,-1,1,1.2,1730000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Myrto Uzuni,6.0
Granada,Matías Arezo,DL,4,2.0,"['-', '2', '2', '-', '-']",0,2,2,0,0,0.8,1960000,84.8,35,58,42,34,41,42.0,51290000,Valencia,Valencia,73.7,43,49,36,37,67,46.4,67710000,17,9,Matías Arezo,2.0
Real Madrid,Courtois,PT,100,5.3,"['0', '8', '8', '7', '11']",0,8,8,7,11,6.8,6550000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Courtois,1.0
Real Madrid,Lunin,PT,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,380000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Lunin,0.0
Real Madrid,Éder Militão,DF,96,6.1,"['11', '8', '6', '6', '7']",11,8,6,6,7,7.6,7860000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Éder Militão,1.0
Real Madrid,Alaba,DF,88,5.5,"['5', '5', '5', '5', '-']",5,5,5,5,0,4.0,8280000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Alaba,2.0
Real Madrid,Ferland Mendy,DF,58,5.3,"['4', '-', '-', '5', '9']",4,0,0,5,9,3.6,5770000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Ferland Mendy,2.0
Real Madrid,Carvajal,DF,50,5.2,"['-', '4', '8', '6', '10']",0,4,8,6,10,5.6,5680000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Carvajal,8.0
Real Madrid,Nacho Fernández,DF,38,4.4,"['-', '3', '2', '-', '7']",0,3,2,0,7,2.4,2030000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Nacho Fernández,0.0
Real Madrid,Lucas Vázquez,DF,42,4.0,"['5', '-', '-', '-', '-']",5,0,0,0,0,1.0,2570000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Lucas Vázquez,3.0
Real Madrid,Marcelo,DF,12,3.6,"['-', '8', '2', '4', '-']",0,8,2,4,0,2.8,1030000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Marcelo,5.0
Real Madrid,Miguel Gutiérrez,DF,12,6.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,770000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Miguel Gutiérrez,0.0
Real Madrid,Sergio Santos,DF,0,0.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,310000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Sergio Santos,0.0
Real Madrid,Jesús Vallejo,DF,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,370000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Jesús Vallejo,0.0
Real Madrid,Casemiro,MD,85,6.7,"['9', '-', '10', '9', '4']",9,0,10,9,4,6.4,13320000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Casemiro,8.0
Real Madrid,Kroos,MD,69,8.1,"['6', '7', '7', '-', '8']",6,7,7,0,8,5.6,13810000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Kroos,0.0
Real Madrid,Camavinga,MD,23,4.1,"['-', '4', '-', '-', '2']",0,4,0,0,2,1.2,3710000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Camavinga,11.0
Real Madrid,Isco,MD,12,3.9,"['3', '6', '-', '-', '-']",3,6,0,0,0,1.8,1550000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Isco,0.0
Real Madrid,Dani Ceballos,MD,0,2.0,"['-', '-', '-', '2', '3']",0,0,0,2,3,1.0,1150000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Dani Ceballos,2.0
Real Madrid,Antonio Blanco,MD,0,4.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,370000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Antonio Blanco,0.0
Real Madrid,Benzema,DL,88,10.4,"['2', '-', '-', '15', '10']",2,0,0,15,10,5.4,21280000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Benzema,14.0
Real Madrid,Vinícius Júnior,DL,85,8.3,"['6', '-', '5', '10', '7']",6,0,5,10,7,5.6,19200000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Vinícius Júnior,6.0
Real Madrid,Asensio,DL,54,5.6,"['-', '13', '6', '11', '6']",0,13,6,11,6,7.2,8280000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Asensio,10.0
Real Madrid,Eden Hazard,DL,27,4.2,"['4', '4', '6', '2', '-']",4,4,6,2,0,3.2,4850000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Eden Hazard,0.0
Real Madrid,Rodrygo,DL,27,2.5,"['3', '5', '2', '6', '2']",3,5,2,6,2,3.6,2670000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Rodrygo,6.0
Real Madrid,Mariano Díaz,DL,4,6.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,490000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Mariano Díaz,2.0
Real Madrid,Bale,DL,15,4.0,"['-', '-', '1', '-', '-']",0,0,1,0,0,0.2,2640000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Bale,0.0
Real Madrid,Peter González,DL,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,490000,119.2,58,75,68,88,86,75.0,135410000,Real Sociedad,Real Sociedad,100.7,54,54,82,22,67,55.8,78100000,1,7,Peter González,0.0
Rayo Vallecano,Dimitrievski,PT,76,4.9,"['-', '-1', '-2', '-', '-']",0,-1,-2,0,0,-0.6,3670000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Dimitrievski,0.0
Rayo Vallecano,Luca Zidane,PT,24,1.5,"['4', '-', '-', '2', '7']",4,0,0,2,7,2.6,640000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Luca Zidane,2.0
Rayo Vallecano,Catena,DF,96,4.7,"['5', '7', '2', '0', '6']",5,7,2,0,6,4.0,3560000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Catena,0.0
Rayo Vallecano,Álvaro García,MD,88,5.5,"['7', '4', '2', '4', '4']",7,4,2,4,4,4.2,7520000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Álvaro García,8.0
Rayo Vallecano,Balliu,DF,96,3.6,"['5', '3', '2', '0', '4']",5,3,2,0,4,2.8,2160000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Balliu,3.0
Rayo Vallecano,Saveljich,DF,80,3.4,"['2', '5', '2', '3', '-']",2,5,2,3,0,2.4,1550000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Saveljich,2.0
Rayo Vallecano,Kevin Rodrigues,DF,12,2.1,"['-', '4', '3', '-', '-']",0,4,3,0,0,1.4,480000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Kevin Rodrigues,0.0
Rayo Vallecano,Nikola Maras,DF,16,3.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,390000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Nikola Maras,4.0
Rayo Vallecano,Mario Hernández,DF,8,6.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,290000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Mario Hernández,0.0
Rayo Vallecano,Trejo,MD,76,5.5,"['6', '2', '2', '3', '1']",6,2,2,3,1,2.8,7690000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Trejo,1.0
Rayo Vallecano,Comesaña,MD,88,4.7,"['9', '5', '4', '2', '2']",9,5,4,2,2,4.4,4780000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Comesaña,2.0
Rayo Vallecano,Óscar Valentín,MD,68,3.9,"['-', '2', '2', '4', '4']",0,2,2,4,4,2.4,2220000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Óscar Valentín,3.0
Rayo Vallecano,Bebé,MD,8,3.7,"['4', '-', '3', '2', '2']",4,0,3,2,2,2.2,2050000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Bebé,5.0
Rayo Vallecano,Pathé Ciss,MD,32,3.5,"['4', '2', '2', '2', '2']",4,2,2,2,2,2.4,1970000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Pathé Ciss,2.0
Rayo Vallecano,Unai López,MD,32,3.1,"['6', '2', '-', '-', '-']",6,2,0,0,0,1.6,1130000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Unai López,0.0
Rayo Vallecano,Merquelanz,MD,12,3.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,650000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Merquelanz,0.0
Rayo Vallecano,Mario Suárez,MD,8,1.8,"['-', '-', '-', '1', '5']",0,0,0,1,5,1.2,390000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Mario Suárez,4.0
Rayo Vallecano,Álvaro Aguirre,MD,0,2.0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Álvaro Aguirre,0.0
Rayo Vallecano,Falcao,DL,28,4.6,"['3', '3', '6', '2', '2']",3,3,6,2,2,3.2,7230000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Falcao,2.0
Rayo Vallecano,Sergi Guardiola,DL,40,3.9,"['4', '4', '3', '5', '6']",4,4,3,5,6,4.4,2980000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Sergi Guardiola,0.0
Rayo Vallecano,Randy Nteka,DL,36,3.6,"['2', '-1', '6', '-', '2']",2,-1,6,0,2,1.8,2160000,80.5,61,44,39,32,49,45.0,54620000,Cádiz,Cádiz,87.0,70,58,57,49,62,59.2,41730000,12,18,Randy Nteka,2.0
